Source,Destination,Weight
COLLEGE & UNIVERSITY PROFESSORS,EGYPT,42.0
GOLF TOURNAMENTS,SCOTLAND,27.0
DEFENSE & MILITARY POLICY,LEBANON,1.0
PLANT CAPACITY,CANADA,1.0
HOTEL MEETING FACILITIES,CHINA,1.0
COMMUNITY COLLEGES,TUCSON AZ USA,1.0
PUBLIC FINANCE,BANGLADESH,2.0
BEVERAGE PRICES,BALEARIC ISLANDS SPAIN,1.0
INTERNET SOCIAL NETWORKING,PARIS FRANCE,1.0
MAMMALS,UNITED STATES,8.0
RESEARCH REPORTS,IRELAND,2.0
INTERVIEWS,AFGHANISTAN,3.0
POLITICS,GLASGOW SCOTLAND,1.0
TRENDS,ASIA,2.0
GRANDCHILDREN,CANADA,1.0
TELEVISION INDUSTRY,AFGHANISTAN,2.0
CULTURE DEPARTMENTS,EGYPT,6.0
OIL EXPLORATION,JAPAN,1.0
ARRESTS,MOROCCO,2.0
PETROLEUM & COAL PRODUCTS MFG,CANADA,1.0
GRATUITIES & TIPS,UNITED STATES,1.0
ETHNIC GROUPS,LEBANON,1.0
CHRISTIANS & CHRISTIANITY,TIBET,1.0
COCAINE,IRAN ISLAMIC REPUBLIC OF,1.0
IRAQ WAR,AFRICA,3.0
OFFICE FURNITURE,UNITED STATES,1.0
HAJJ,SOUTH AFRICA,3.0
CAUCUSES,BOLIVIA,1.0
POLITICAL PARTIES,NEW ZEALAND,1.0
HOLOCAUST,JERUSALEM ISRAEL,1.0
BRANDING,KUWAIT,1.0
TALKS & MEETINGS,RWANDA,1.0
TERRORISM,LEBANON,56.0
SOFTWARE DEVELOPMENT & ENGINEERING,TUNISIA,1.0
TRAVEL AGENTS,SYRIA,2.0
EYEWITNESSES,CAIRO EGYPT,2.0
RAIL FREIGHT,ALGERIA,1.0
RESTAURANTS,POLAND,1.0
EMBASSIES & CONSULATES,MAURITIUS,3.0
STRATEGIC PLANNING,TURKEY,1.0
DRUG POLICY,BRAZIL,2.0
ENERGY EFFICIENCY & CONSERVATION,UNITED KINGDOM,1.0
ECONOMIC NEWS,RUSSIAN FEDERATION,3.0
OIL & GAS STORAGE FACILITIES,QATAR,1.0
BAIL,SOUTH AFRICA,4.0
PRIMARY SCHOOLS,NEW SOUTH WALES AUSTRALIA,1.0
LEGISLATIVE BODIES,ARGENTINA,1.0
ALIPHATICS,SAUDI ARABIA,3.0
MAMMALS,SUDAN,2.0
DISEASES & DISORDERS,TIMOR-LESTE,6.0
GUILTY PLEAS,AUSTRALIA,6.0
ELECTRON MICROSCOPES,EGYPT,2.0
MUSLIMS & ISLAM,GAMBIA,2.0
PRESS CONFERENCES,INDONESIA,1.0
APPROVALS,TUNISIA,11.0
DOMESTIC VIOLENCE,TUNISIA,2.0
DAIRY FARMING,AUSTRALIA,1.0
FINANCIAL RESULTS,TANZANIA UNITED REPUBLIC OF,1.0
OIL & GAS PLANT CONSTRUCTION,GHANA,1.0
TOUR PACKAGES,CYPRUS,1.0
UNITED NATIONS INSTITUTIONS,BRAZIL,2.0
ARMED FORCES,PORTUGAL,1.0
SETTLEMENTS & DECISIONS,PALESTINIAN TERRITORY OCCUPIED,1.0
WATER QUALITY,UNITED ARAB EMIRATES,4.0
REGIONAL & LOCAL GOVERNMENTS,QUEENSLAND AUSTRALIA,2.0
FOREIGN INVESTMENT,SAUDI ARABIA,1.0
MISSING PERSONS,AFGHANISTAN,1.0
MARKET RESEARCH & ANALYSIS,HONG KONG,2.0
TRADE TREATIES & AGREEMENTS,PAKISTAN,1.0
THERMAL SENSORS,CANADA,1.0
LINGERIE & HOSIERY STORES,EGYPT,1.0
COAL INDUSTRY,UNITED STATES,2.0
TORTURE,IRAN ISLAMIC REPUBLIC OF,3.0
REFEREES & UMPIRES,RUSSIAN FEDERATION,1.0
LAWYERS,AFGHANISTAN,5.0
IMPORT TRADE,SYRIA,2.0
MERGERS,ASIA,2.0
MISCONDUCT,SWEDEN,2.0
LEGISLATION,TUCSON AZ USA,1.0
SHOCK ADVERTISING,CANADA,1.0
LITIGATION,ETHIOPIA,1.0
WHOLESALE SECTOR PERFORMANCE,CHINA,1.0
CHRISTIANS & CHRISTIANITY,IRAN ISLAMIC REPUBLIC OF,8.0
ART DEALERS,EGYPT,2.0
NATURAL GAS PRODUCTS,CHINA,2.0
ENERGY EFFICIENCY & CONSERVATION,SAUDI ARABIA,1.0
RECESSION,UNITED STATES,27.0
RESTAURANTS,TUNISIA,15.0
RECESSION,UNITED ARAB EMIRATES,4.0
SPACE EXPLORATION,RUSSIAN FEDERATION,1.0
LANDSLIDES,QUEENSLAND AUSTRALIA,1.0
BORDER CONTROL,EGYPT,9.0
SCIENCE & TECHNOLOGY,GREENLAND,1.0
SECURITY GUARD SERVICES,UNITED STATES,3.0
FOOD CRISES & SHORTAGES,MALAYSIA,1.0
RETAILERS,MALI,2.0
NONPROFIT ORGANIZATIONS,CANADA,2.0
COLD WAR,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,2.0
POLICE FORCES,RUSSIAN FEDERATION,1.0
POLICE FORCES,SOUTH AFRICA,1.0
SWAP TRANSACTIONS,RUSSIAN FEDERATION,5.0
QURAN & ISLAMIC TEXTS,ISRAEL,4.0
NAVIGATION SYSTEMS,EGYPT,1.0
CHRISTMAS,EUROPE,1.0
HOLIDAYS & OBSERVANCES,PENNSYLVANIA USA,1.0
CONFERENCES & CONVENTIONS,LONDON ENGLAND,1.0
PSYCHOLOGY,IRELAND,1.0
TOXICOLOGY,EGYPT,1.0
BLOGS & MESSAGE BOARDS,DUBAI UNITED ARAB EMIRATES,1.0
PHARMACEUTICALS WHOLESALERS,UNITED KINGDOM,1.0
WAXES,MOROCCO,1.0
STOCK INDEXES,ESTONIA,1.0
HUMAN RIGHTS VIOLATIONS,UNITED KINGDOM,3.0
POLITICS,NEW ZEALAND,1.0
GENDER & SEX DISCRIMINATION IN EMPLOYMENT,TUNISIA,1.0
HEATING OIL PRICES,SAUDI ARABIA,1.0
INFANTS & TODDLERS,IRAQ,9.0
CHINESE NEW YEAR,EGYPT,6.0
JUVENILE JUSTICE,NEW YORK NY USA,1.0
LABOR UNIONS,BEIRUT LEBANON,1.0
SPORTS AWARDS,INDIA,11.0
AUTOMOTIVE TECHNOLOGY,FRANCE,1.0
PRICE CHANGES,PERTH AUSTRALIA,1.0
CARDIOVASCULAR DEVICES,UNITED ARAB EMIRATES,1.0
SEX OFFENSES,PALESTINIAN TERRITORY OCCUPIED,1.0
JURY TRIALS,FRANCE,2.0
ANTIBIOTICS,TURKEY,1.0
EXPORT TRADE,UNITED KINGDOM,6.0
FRUITS & VEGETABLES,TUNISIA,32.0
NUCLEAR ENERGY,UNITED ARAB EMIRATES,9.0
POPULATION SIZE,INDONESIA,1.0
REAL ESTATE DEVELOPMENT,KAMPALA UGANDA,2.0
CRIMINAL CONVICTIONS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
OCEANOGRAPHY,UNITED STATES,3.0
NEUROLOGICAL DISORDERS,TAMPA FL USA,1.0
DESTINATIONS & ATTRACTIONS,EUROPE,3.0
DUE PROCESS,BAHRAIN,1.0
SMALL BUSINESS,SINGAPORE,1.0
INTERNET SOCIAL NETWORKING,UGANDA,1.0
SPORTS & RECREATION,ANGOLA,9.0
BAILOUTS,PORTUGAL,1.0
INTERIOR DECORATING,MALAYSIA,1.0
ARMIES,EGYPT,192.0
SINGERS & MUSICIANS,EUROPE,1.0
WITNESSES,TUCSON AZ USA,1.0
COSMETIC & RECONSTRUCTIVE SURGERY,SPAIN,1.0
TELECOMMUNICATIONS,YEMEN,1.0
WEALTHY PEOPLE,HONG KONG,1.0
WILDLIFE,UNITED STATES,1.0
NATIONAL SECURITY,INDONESIA,1.0
URBAN BUS SYSTEMS,LAGOS NIGERIA,1.0
LETTERS & COMMENTS,MOROCCO,1.0
LEGISLATIVE BODIES,NORTH DAKOTA USA,1.0
DEREGULATION,UNITED STATES,5.0
STOCK EXCHANGES,NEW ZEALAND,1.0
POWER FAILURES,AFRICA,2.0
CONFERENCE CALLS,QUEBEC CANADA,1.0
TOUR PACKAGES,INDIAN OCEAN,1.0
PETS,AUSTRALIA,1.0
JUDGES,SPAIN,1.0
PERSONALITY DISORDERS,UNITED KINGDOM,1.0
NONFERROUS METAL PRODUCTION,UNITED STATES,2.0
STADIUMS & ARENAS,SYDNEY AUSTRALIA,7.0
RELIGION,SERBIA,3.0
MAMMALS,KENYA,1.0
AIR FARES,LONDON ENGLAND,1.0
ADMISSIONS & CONFESSIONS,LEBANON,1.0
AUTOMAKERS,JUPITER,1.0
FRIENDLY & PROVIDENT SOCIETIES,EGYPT,1.0
CITY GOVERNMENT,CANADA,1.0
HEALTH CARE INFORMATION TECHNOLOGY,IRAQ,1.0
TRADE TREATIES & AGREEMENTS,TUNISIA,1.0
AVIATION SECTOR PERFORMANCE,RWANDA,3.0
GENETIC DISEASES,LIVERPOOL ENGLAND,1.0
BEACHES,TUNISIA,18.0
INTERROGATION OF SUSPECTS,ENGLAND,2.0
BEACHES,LONDON ENGLAND,1.0
POPULATION & DEMOGRAPHICS,TUNISIA,5.0
FAMILY TRAVEL,PHILIPPINES,3.0
PARAMILITARY & MILITIA,TUNISIA,44.0
POLITICAL ASYLUM,TEL AVIV ISRAEL,1.0
FILM DIRECTORS,EARTH,1.0
SETTLEMENTS & DECISIONS,TUNISIA,6.0
PUBLIC DEBT,CANADA,1.0
BOND MARKETS,DUBAI UNITED ARAB EMIRATES,1.0
PEACE PROCESS,KOREA DEMOCRATIC PEOPLE'S REPUBLIC OF,1.0
HEALTH CARE REFORM,UNITED STATES,18.0
ALLIANCES & PARTNERSHIPS,MIDDLE EAST,1.0
MEDICAL EDUCATION,UNITED STATES,1.0
EMBEZZLEMENT,AFRICA,2.0
PRESS CONFERENCES,ROMANIA,2.0
WORLD WAR I,LIBYAN ARAB JAMAHIRIYA,2.0
SPORTS AWARDS,KENYA,7.0
ECONOMIC CONDITIONS,IRELAND,3.0
EMISSIONS,IRELAND,1.0
ECONOMIC DEVELOPMENT,SOUTH AFRICA,1.0
DIVESTITURES,INDONESIA,1.0
RECESSION,DUBAI UNITED ARAB EMIRATES,1.0
STOCK EXCHANGES,NEW SOUTH WALES AUSTRALIA,1.0
SOMALI PIRACY,SEYCHELLES,1.0
TRADE TREATIES & AGREEMENTS,WESTERN SAHARA,2.0
FOREIGN RELATIONS,EUROPEAN UNION MEMBER STATES,6.0
BONDS,TUNISIA,4.0
ETHNICITY,LONDON ENGLAND,2.0
DISCOUNT & CLUB STORES,CHINA,3.0
SETTLEMENTS & DECISIONS,LONDON ENGLAND,5.0
LEGAL SERVICES,COTE D'IVOIRE,1.0
MOVIE REVIEWS,FRANCE,1.0
MUSIC GROUPS & ARTISTS,IRAQ,4.0
QURAN & ISLAMIC TEXTS,YEMEN,2.0
OIL & GAS EXPORTS & IMPORTS,IRAN ISLAMIC REPUBLIC OF,2.0
EXPORT TRADE,RUSSIAN FEDERATION,3.0
DISCOUNT & CLUB STORES,UNITED STATES,4.0
SOCCER TOURNAMENTS,MOROCCO,3.0
2008 GLOBAL FOOD CRISIS,AUSTRALIA,2.0
OIL EXPLORATION,SINGAPORE,2.0
COMPANY EARNINGS,NORTH AMERICA,1.0
CATS,UNITED STATES,1.0
ANTI-INFECTIVES,EGYPT,4.0
BANK BRANCHES,ALGERIA,1.0
NONPROFIT ORGANIZATIONS,TUNISIA,2.0
RELIEF ORGANIZATIONS,JORDAN,2.0
POST TRAUMATIC STRESS DISORDER,AUSTRALIA,2.0
REFEREES & UMPIRES,AFRICA,2.0
TRADE TREATIES & AGREEMENTS,QATAR,3.0
NATIVE AMERICANS,UNITED STATES,3.0
HOLDING COMPANIES,SAUDI ARABIA,1.0
REAL ESTATE DEVELOPMENT,CHILE,1.0
US STATE GOVERNMENT,AFRICA,1.0
MOTOR VEHICLES,OMAN,1.0
GRAIN RESERVES,TANZANIA UNITED REPUBLIC OF,2.0
SUITS & CLAIMS,KUWAIT,1.0
INFANT MORTALITY,NIGERIA,1.0
ANNIVERSARIES,BAGHDAD IRAQ,1.0
HIP HOP CULTURE,EGYPT,1.0
COMPUTER EQUIPMENT,UNITED KINGDOM,1.0
ILLEGAL WEAPONS,AUSTRALIA,1.0
INSURANCE REGULATORY BODIES,TALLAHASSEE FL USA,1.0
INTERNATIONAL RELATIONS,ITALY,1.0
CALL CENTERS,TUNISIA,1.0
PUBLIC TRANSPORTATION,EGYPT,1.0
TALKS & MEETINGS,KOREA REPUBLIC OF,9.0
WAGES & SALARIES,NORTHERN IRELAND,1.0
LABOR SECTOR PERFORMANCE,MIDDLE EAST,1.0
BACK DISORDERS & INJURIES,EUROPE,2.0
ELECTRONIC PUBLISHING,EGYPT,3.0
TRAVEL HOSPITALITY & TOURISM,OMAN,1.0
GRAIN FARMING,INDONESIA,1.0
CELEBRITIES,INDIA,2.0
COMPUTING & INFORMATION TECHNOLOGY,BRAZIL,1.0
PRICE INCREASES,NIGERIA,11.0
SHOOTINGS,PALESTINIAN TERRITORY OCCUPIED,13.0
REAL ESTATE,LEBANON,1.0
ALCOHOLIC BEVERAGES,IRAQ,3.0
WEAPONS OF MASS DESTRUCTION,TURKEY,1.0
CITIES,PALESTINIAN TERRITORY OCCUPIED,1.0
CRIMINAL OFFENSES,JORDAN,2.0
STRINGED INSTRUMENTS,SCOTLAND,1.0
NEWS REPORTING,LEBANON,2.0
AIRPORTS,PARIS FRANCE,1.0
DEFORESTATION,SUDAN,1.0
SPORTS & RECREATION EVENTS,PALESTINIAN TERRITORY OCCUPIED,1.0
AGING TRENDS,TURKEY,1.0
LOTTERIES,AUSTRALIA,2.0
MOBILE & CELLULAR COMMUNICATIONS,ALGERIA,1.0
CALL CENTERS,INDIA,6.0
BOMBS & EXPLOSIVES,AFRICA,4.0
TRANSPORTATION SECTOR PERFORMANCE,SINGAPORE,1.0
DRAMA FILMS,VICTORIA AUSTRALIA,1.0
RECRUITMENT & HIRING,LATIN AMERICA,1.0
COLLEGE & UNIVERSITY PROFESSORS,TURKEY,2.0
MARKET OPEN CLOSE,ABU DHABI UNITED ARAB EMIRATES,1.0
APPROVALS,UNITED KINGDOM,8.0
ECONOMIC POLICY,RUSSIAN FEDERATION,2.0
CIVIL RIGHTS,TENNESSEE USA,1.0
IRAQ WAR,KUWAIT,2.0
LEGISLATIVE BODIES,PALESTINIAN TERRITORY OCCUPIED,9.0
ENERGY DEVELOPMENT PROGRAMS,UNITED KINGDOM,1.0
ANTI-INFECTIVES,TUNISIA,5.0
HOLIDAYS & OBSERVANCES,NEW YORK USA,1.0
ECONOMIC CONDITIONS,INDONESIA,1.0
ENERGY DEPARTMENTS,UNITED STATES,8.0
INTERNATIONAL TOURISM,JORDAN,1.0
PUBLIC RADIO,LONDON ENGLAND,2.0
WEATHER,BRAZIL,2.0
INFANT MORTALITY,YEMEN,1.0
MAYORS,TUNISIA,5.0
CONGENITAL DISORDERS,LIVERPOOL ENGLAND,1.0
BLINDNESS,ABU DHABI UNITED ARAB EMIRATES,1.0
RADIO BROADCAST INDUSTRY,JORDAN,1.0
MARRIAGE,IRAQ,17.0
ARMED FORCES,SEYCHELLES,1.0
AGRONOMY,AFRICA,1.0
SPORTS,BRISBANE AUSTRALIA,2.0
WOUNDS & INJURIES,PAKISTAN,2.0
PROTESTS & DEMONSTRATIONS,NILE RIVER,1.0
MARRIAGE LAW,DUBAI UNITED ARAB EMIRATES,1.0
US PRESIDENTS,TUCSON AZ USA,1.0
COPPER SMELTING & REFINING,ZAMBIA,2.0
JOURNALISM,YEMEN,13.0
ELECTION FRAUD,AFRICA,1.0
PETITIONS,NIGERIA,2.0
MULTINATIONAL CORPORATIONS,SYRIA,1.0
ELECTRONICS & APPLIANCE RETAILING,MEXICO,1.0
INTERNATIONAL ECONOMIC DEVELOPMENT,HAITI,1.0
BANKING & FINANCE,ZAMBIA,2.0
CALL CENTERS,NEW ZEALAND,1.0
BRITISH PRIME MINISTERS,CHINA,1.0
WOUNDS & INJURIES,ESTONIA,2.0
AGRICULTURE,TUNISIA,3.0
BURN INJURIES,PALESTINIAN TERRITORY OCCUPIED,1.0
TELECOMMUNICATIONS SECTOR PERFORMANCE,AFRICA,4.0
SOCCER,AFGHANISTAN,2.0
DISASTER RELIEF,IRAQ,1.0
HEDGE FUNDS,NORTHERN AFRICA,1.0
SOCIOLOGY,UNITED STATES,2.0
LAWYERS,ISRAEL,3.0
SPORTS REVENUES,ENGLAND,4.0
SOCCER TOURNAMENTS,NORTHERN ASIA,9.0
NURSES & NURSING,AUSTRALIA,1.0
POLITICAL PARTIES,AUSTRALIA,15.0
MARKET SEGMENTATION,UNITED ARAB EMIRATES,2.0
FOOD CRISES & SHORTAGES,NIGERIA,4.0
PASSPORTS & VISAS,AFGHANISTAN,1.0
STATE DEPARTMENTS & FOREIGN SERVICES,RUSSIAN FEDERATION,15.0
NATIONAL SECURITY,AUSTRALIA,9.0
CONSTRUCTION,EGYPT,7.0
WOMEN'S CLOTHING STORES,UNITED STATES,1.0
TSUNAMIS,FRANCE,1.0
DOMESTIC OFFENSES,AFGHANISTAN,1.0
INTERNET SOCIAL NETWORKING,BERLIN GERMANY,1.0
POLITICAL PARTIES,CARIBBEAN ISLANDS,1.0
SPORTS FANS,KUWAIT,1.0
SUBSTANCE ABUSE,UNITED ARAB EMIRATES,2.0
DECISIONS & RULINGS,INDIAN OCEAN,1.0
SENTENCING,SWITZERLAND,1.0
ECONOMIC NEWS,BOSNIA & HERZEGOVINA,1.0
EPIDEMICS,AFGHANISTAN,1.0
INTERNATIONAL TOURISM,IRAN ISLAMIC REPUBLIC OF,1.0
SETTLEMENT & COMPROMISE,UGANDA,2.0
DESERTS,NAMIBIA,2.0
MOTOR VEHICLE SAFETY EQUIPMENT,AUSTRALIA,1.0
INSURANCE PREMIUMS,ROMANIA,1.0
PEACE PROCESS,EGYPT,75.0
RELIGION,TIBET,2.0
JOURNALISM,NIGERIA,5.0
SINGERS & MUSICIANS,TUNISIA,7.0
CORONERS COURTS & OFFICES,TUNISIA,3.0
CLIMATE CHANGE,ALGERIA,4.0
RELIEF ORGANIZATIONS,UNITED KINGDOM,1.0
TREASURY DEPARTMENTS,PAKISTAN,1.0
POVERTY & HOMELESSNESS,NIGERIA,10.0
AIR TRANSPORTATION SAFETY,PHILIPPINES,2.0
DEATHS,NIGERIA,3.0
CONTROLLED SUBSTANCES CRIME,MEXICO,4.0
ENERGY & ENVIRONMENT,NORTHERN ASIA,1.0
BIOTECHNOLOGY & GENETIC SCIENCE,TEXAS USA,2.0
US DOLLAR,CANADA,2.0
BLOOD BANKS,IRAQ,6.0
CUSTOMER RELATIONSHIP MANAGEMENT,SINGAPORE,1.0
ENERGY DEPARTMENTS,QATAR,12.0
COMPUTER SIMULATION,PARIS FRANCE,2.0
SEARCH ENGINES,IRAQ,2.0
SURFING,EGYPT,1.0
LAKES,EGYPT,3.0
CHILDREN,ITALY,1.0
TELEVISION PROGRAMMING,SCOTLAND,1.0
EYEWITNESSES,UNITED KINGDOM,1.0
RELOCATIONS,SYDNEY AUSTRALIA,1.0
PUBLIC FINANCE AGENCIES & TREASURIES,PALESTINIAN TERRITORY OCCUPIED,3.0
SOCCER,LONDON ENGLAND,5.0
MOVIE FILMING,INDIA,1.0
POLITICS,UKRAINE,1.0
JAIL SENTENCING,EGYPT,12.0
SINGERS & MUSICIANS,LONDON ENGLAND,6.0
BOMBS & EXPLOSIVES,SCOTLAND,1.0
EMBARGOES & SANCTIONS,AUSTRALIA,1.0
ECONOMIC DECLINE,CHINA,2.0
ANNIVERSARIES,TANZANIA UNITED REPUBLIC OF,6.0
POPULATION & DEMOGRAPHICS,EUROPE,1.0
RELIGION,SERBIA & MONTENEGRO,2.0
INSOLVENCY & BANKRUPTCY,GERMANY,1.0
ARCHAEOLOGY,ARMENIA,1.0
MEAT FREE DIETS,UNITED ARAB EMIRATES,1.0
CENSORSHIP,TUNISIA,78.0
BROADCAST ADVERTISING,CANADA,2.0
HIGH SCHOOLS,UNITED STATES,10.0
ECONOMIC POLICY,TURKEY,2.0
SHAREHOLDER MEETINGS,QATAR,1.0
MARINAS,IRELAND,1.0
BUSINESS TRAVEL SERVICES,AUSTRALIA,1.0
ECOLOGY & ENVIRONMENTAL SCIENCE,EARTH,1.0
AIRLINES,QATAR,6.0
ECONOMIC NEWS,ZIMBABWE,4.0
ADMISSIONS & CONFESSIONS,SAUDI ARABIA,6.0
PUBLIC PRIVATE PARTNERSHIPS,PAKISTAN,1.0
CRIMINAL CONVICTIONS,PAKISTAN,7.0
TRUCK DRIVERS,AFGHANISTAN,1.0
WRITERS & WRITING,VICTORIA AUSTRALIA,1.0
WIRETAPPING,CANADA,3.0
PETITIONS,NORWAY,1.0
TEMPORARY STAND RETAILING,SYRIA,1.0
TERRORISM,BEIRUT LEBANON,4.0
WAR & CONFLICT,UZBEKISTAN,1.0
PUBLIC CONTRACTING,PORTUGAL,1.0
BOMBS & EXPLOSIVES,RUSSIAN FEDERATION,11.0
THEATER & DRAMA,DUBAI UNITED ARAB EMIRATES,1.0
FILM GENRES,MALTA,1.0
BOYCOTTS,BEIRUT LEBANON,1.0
POPULATION ESTIMATES & PROJECTIONS,AUSTRALIA,1.0
CASE STUDIES,CHINA,1.0
EDIBLE OIL MARKETS,ALGERIA,1.0
STUDENT LOANS,KAMPALA UGANDA,2.0
COMMUNITY SERVICE SENTENCING,ALGERIA,1.0
CITY GOVERNMENT,KAMPALA UGANDA,2.0
SKIING FACILITIES,ITALY,5.0
NOVELS & SHORT STORIES,YEMEN,4.0
PUBLIC FINANCE AGENCIES & TREASURIES,UNITED ARAB EMIRATES,2.0
ECONOMIC DECLINE,KENYA,6.0
MISSILE SYSTEMS,UKRAINE,1.0
WOUNDS & INJURIES,TURKEY,1.0
CRUISES,KENYA,1.0
2008 GLOBAL FOOD CRISIS,NORTH AMERICA,1.0
EMBEZZLEMENT,FRANCE,1.0
SPORTS AWARDS,MOROCCO,1.0
POLICE FORCES,WALES,2.0
DUE PROCESS,KUWAIT,1.0
TALKS & MEETINGS,PERTH AUSTRALIA,1.0
PRESS CONFERENCES,LEBANON,23.0
BIRDS,UNITED ARAB EMIRATES,1.0
INTERIM FINANCIAL RESULTS,MIDDLE EAST,1.0
INTERNET SOCIAL NETWORKING,INDONESIA,2.0
ETHYLENE,KOREA REPUBLIC OF,1.0
ECONOMIC RECOVERY,CHINA,7.0
INVESTMENT MANAGEMENT,KUWAIT,1.0
STRATEGIC PETROLEUM RESERVES,UNITED ARAB EMIRATES,1.0
TERM LIMITS,YEMEN,2.0
LEGISLATORS,EGYPT,9.0
RESINS,MIDDLE EAST,1.0
WOOD CONTAINER & PALLET MFG,PHILADELPHIA PA USA,1.0
TELECOMMUNICATIONS,SOMALIA,1.0
SECONDARY SCHOOLS,LEBANON,2.0
COLLEGE & UNIVERSITY PROFESSORS,TIBET,1.0
COOKIE & CRACKER MFG,ALGERIA,1.0
INFRASTRUCTURE,NIGERIA,2.0
PRESS CONFERENCES,SOMALIA,1.0
ARMIES,AUSTRALIA,12.0
BASKETBALL,AUSTRALIA,29.0
ARMED FORCES,IRAN ISLAMIC REPUBLIC OF,12.0
CANCER,CROATIA,1.0
PHOTOGRAPHY,LONDON ENGLAND,4.0
COMPUTING & INFORMATION TECHNOLOGY,MOROCCO,1.0
CENSUS,COTE D'IVOIRE,2.0
TOURISM DEVELOPMENT,UNITED KINGDOM,4.0
ASSASSINATION,BEIRUT LEBANON,4.0
IMMIGRANT DETENTION CENTERS,AUSTRALIA,3.0
EXECUTIVE MOVES,PHILIPPINES,1.0
FILM GENRES,ALGERIA,3.0
SHOOTINGS,SAUDI ARABIA,1.0
CYCLING,ITALY,1.0
OIL & GAS EXPLORATION,IRAQ,14.0
CRIMINAL OFFENSES,KENYA,2.0
RESEARCH,CHINA,2.0
MUTUAL FUNDS,KUWAIT,1.0
PRESIDENTIAL ELECTIONS,QATAR,4.0
SENTENCING,INDIAN OCEAN,1.0
PUBLIC TRANSPORTATION,EUROPE,1.0
SPONSORSHIP,DUBAI UNITED ARAB EMIRATES,3.0
DEFENSE CONTRACTING,QATAR,1.0
ACTORS & ACTRESSES,SCOTLAND,1.0
AEROSPACE INDUSTRY,UNITED ARAB EMIRATES,1.0
GOVERNMENT TOURIST OFFICES,SINGAPORE,1.0
MORTGAGE BANKING & FINANCE,INDIAN OCEAN,2.0
NATIONAL SECURITY,MALAYSIA,5.0
SCIENCE & TECHNOLOGY,PORTUGAL,1.0
CATS,LONDON ENGLAND,1.0
WORLD WAR I,LEBANON,3.0
INVESTMENT MANAGEMENT,BAHRAIN,1.0
FASHION ACCESSORIES,UNITED ARAB EMIRATES,1.0
INVESTIGATIONS,CHILE,1.0
LAW COURTS & TRIBUNALS,HAITI,1.0
NAVIES,AUSTRALIA,3.0
SMOG,HONG KONG,1.0
MARKET RESEARCH FIRMS,SOUTH AFRICA,4.0
TRENDS,IRAQ,23.0
BAKERIES,UNITED STATES,1.0
CRUDE OIL PRICES,NORWAY,1.0
FAMILY TRAVEL,FLORIDA USA,2.0
DELAYS & POSTPONEMENTS,DUBAI UNITED ARAB EMIRATES,1.0
IMPORT TRADE,GERMANY,2.0
METHAMPHETAMINE,INDONESIA,1.0
PORT AUTHORITIES,NORTHEAST USA,1.0
CHEMICALS SECTOR PERFORMANCE,SINGAPORE,1.0
AIR CHARTER SERVICES,CANADA,2.0
MOTOR VEHICLES,INDIA,2.0
CRUDE OIL PRICES,UNITED KINGDOM,1.0
SATELLITE TECHNOLOGY,ISRAEL,2.0
TENNIS,NIGERIA,6.0
SEX OFFENSES,BOSNIA & HERZEGOVINA,1.0
TRADE TREATIES & AGREEMENTS,SOUTH AFRICA,1.0
NAVIES,ATLANTIC OCEAN,1.0
RECORD INDUSTRY,LOS ANGELES CA USA,1.0
VERDICTS,ABU DHABI UNITED ARAB EMIRATES,1.0
LEISURE TRAVEL,CHINA,2.0
LEGISLATION,BAHRAIN,1.0
ENDANGERED SPECIES,HONG KONG,1.0
RELIEF ORGANIZATIONS,GAMBIA,2.0
PRODUCTIVITY,AFRICA,1.0
POLICE FORCES,UNITED ARAB EMIRATES,10.0
INVESTMENT BANKING,UNITED STATES,2.0
INTERNATIONAL TOURISM,UNITED ARAB EMIRATES,1.0
HISPANIC AMERICANS,TURKEY,1.0
DISABLED PERSONS,NEW ZEALAND,2.0
CANCER,CANADA,5.0
WIRETAPPING,TUNISIA,3.0
ENTERTAINMENT & ARTS AWARDS,BERLIN GERMANY,2.0
GRADUATE & PROFESSIONAL SCHOOLS,TEXAS USA,2.0
CANCER,IRAQ,8.0
ENERGY & UTILITY CONSTRUCTION,PALESTINIAN TERRITORY OCCUPIED,1.0
MANSLAUGHTER,QUEBEC CANADA,1.0
TELEVISION INDUSTRY,BAGHDAD IRAQ,2.0
AGRICULTURAL CHEMICALS,NORTH AMERICA,1.0
IMMUNITY,TUNISIA,1.0
LABOR SECTOR PERFORMANCE,NIGERIA,2.0
SOCCER TOURNAMENTS,PORTUGAL,2.0
FAMINE,GERMANY,1.0
NATURAL DISASTERS,KOREA REPUBLIC OF,1.0
IMPORT TRADE,BRAZIL,1.0
REFERENDUMS,AUSTRALIA,2.0
ENVIRONMENT & NATURAL RESOURCES,SAUDI ARABIA,1.0
PRIVATIZATION,JORDAN,1.0
WEB SITES,CHINA,1.0
AVIATION ADMINISTRATION,BRAZIL,1.0
CONSTRUCTION SECTOR PERFORMANCE,EGYPT,2.0
STADIUMS & ARENAS,ADELAIDE AUSTRALIA,1.0
RETIREMENT & RETIREES,UNITED STATES,10.0
RETAIL SALES,SOUTH AFRICA,1.0
TOURISM DEVELOPMENT,GREECE,1.0
